"Total Count: ",5559
"Matched Count: ",5381
"Not Matched Count: ",178

,,,,,,Total,42720053.71,43235819.71,.00,-515766.00
"Sales Date","Deposit Date","Store ID","Retek Code",Brand,ColBank,Status,"Wallet Sale","Deposit Amount","Store Response Entry","Difference [Sale - Deposit - Store Response]","Pending Difference","Reconcilied Difference"
22-08-2024,22-08-2024,3900,63900,"PE RED","WALLET PHONEPAY",Matched,699.00,699.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3918,63918,"PE RED","WALLET PHONEPAY",Matched,499.00,499.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3922,63922,"PE RED","WALLET PHONEPAY",Matched,12690.00,12690.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3931,63931,"PE RED","WALLET PHONEPAY",Matched,3996.00,3996.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3938,63938,"PE BLUE","WALLET PHONEPAY",Matched,40303.60,40303.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,3961,63961,"PE RED","WALLET PHONEPAY",Matched,10391.00,10391.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3963,63963,"PE RED","WALLET PHONEPAY",Matched,4096.00,4096.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3964,63964,"PE RED","WALLET PHONEPAY",Matched,2957.60,2957.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,3976,63976,"PE RED","WALLET PHONEPAY",Matched,360.00,360.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3978,63978,"PE RED","WALLET PHONEPAY",Matched,4737.20,4737.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,3980,63980,"PE RED","WALLET PHONEPAY",Matched,7293.00,7293.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3983,63983,"PE RED","WALLET PHONEPAY",Matched,129.00,129.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3985,63985,"PE RED","WALLET PHONEPAY",Matched,5387.00,5387.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3987,63987,"PE RED","WALLET PHONEPAY",Matched,3897.00,3897.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3990,63990,"PE RED","WALLET PHONEPAY",Matched,4497.00,4497.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,3992,63992,"PE RED","WALLET PHONEPAY",Matched,6295.00,6295.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4535,34535,"ALLEN SOLLY","WALLET PHONEPAY",Matched,4531.50,4531.50,0.00,0.00,0.00,
22-08-2024,22-08-2024,4539,34539,"ALLEN SOLLY","WALLET PHONEPAY",Matched,7597.00,7597.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4576,34576,"ALLEN SOLLY","WALLET PHONEPAY",Matched,14901.00,14901.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4812,34812,"AS PRIME","WALLET PHONEPAY",Matched,8594.00,8594.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4823,34823,"AS PRIME","WALLET PHONEPAY",Matched,1948.00,1948.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4831,34831,"AS PRIME","WALLET PHONEPAY",Matched,1095.40,1095.40,0.00,0.00,0.00,
22-08-2024,22-08-2024,4842,34842,"AS PRIME","WALLET PHONEPAY",Matched,1275.50,1275.50,0.00,0.00,0.00,
22-08-2024,22-08-2024,4862,34862,"AS PRIME","WALLET PHONEPAY",Matched,8244.00,8244.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4864,34864,"AS PRIME","WALLET PHONEPAY",Matched,645.00,645.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4865,34865,"AS PRIME","WALLET PHONEPAY",Matched,5497.00,5497.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4866,34866,"AS PRIME","WALLET PHONEPAY",Matched,1799.00,1799.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4871,34871,"AS PRIME","WALLET PHONEPAY",Matched,14992.00,14992.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4872,34872,"AS PRIME","WALLET PHONEPAY",Matched,13881.00,13881.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4884,34884,"AS PRIME","WALLET PHONEPAY",Matched,38943.20,38943.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,4890,34890,"AS PRIME","WALLET PHONEPAY",Matched,8296.00,8296.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4892,34892,"ALLEN SOLLY","WALLET PHONEPAY",Matched,19896.00,19896.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,4893,34893,"AS PRIME","WALLET PHONEPAY",Matched,18565.00,18565.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5340,15340,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,16504.60,16504.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,5341,15341,"LOUIS PHILIPPE","WALLET PHONEPAY","Not Matched",0.00,4198.60,0.00,-4198.60,-4198.60,
22-08-2024,22-08-2024,5465,15465,"LP ALL STAR","WALLET PHONEPAY",Matched,8687.20,8687.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,5481,15481,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,8257.20,8257.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,5527,15527,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,46245.20,46245.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,5528,35528,"ALLEN SOLLY","WALLET PHONEPAY",Matched,10645.30,10645.30,0.00,0.00,0.00,
22-08-2024,22-08-2024,5531,35531,"ALLEN SOLLY","WALLET PHONEPAY",Matched,17543.50,17543.50,0.00,0.00,0.00,
22-08-2024,22-08-2024,5536,35536,"AS PRIME","WALLET PHONEPAY",Matched,11944.00,11944.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5560,15560,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,1449.00,1449.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5585,65585,"PE RED","WALLET PHONEPAY",Matched,999.00,999.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5588,15588,"LP ALL STAR","WALLET PHONEPAY",Matched,2079.00,2079.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5604,25604,"VH GOLD","WALLET PHONEPAY",Matched,1539.30,1539.30,0.00,0.00,0.00,
22-08-2024,22-08-2024,5610,65610,"PE RED","WALLET PHONEPAY",Matched,2898.00,2898.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5620,35620,"AS PRIME","WALLET PHONEPAY",Matched,800.00,800.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5660,35660,"AS PRIME","WALLET PHONEPAY",Matched,2298.00,2298.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5682,65682,"PE RED","WALLET PHONEPAY",Matched,1399.00,1399.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5683,65683,"PE RED","WALLET PHONEPAY",Matched,20583.00,20583.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5739,35739,"AS PRIME","WALLET PHONEPAY",Matched,17488.00,17488.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5778,35778,"AS PRIME","WALLET PHONEPAY",Matched,1217.00,1217.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5779,35779,"AS PRIME","WALLET PHONEPAY",Matched,4496.00,4496.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5791,15791,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,249.00,249.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5807,45807,"PLANET FASHION","WALLET PHONEPAY",Matched,420.00,420.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5824,25824,"VH GOLD","WALLET PHONEPAY",Matched,3548.00,3548.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5874,85874,"VAN HEUSEN VALUE STORE","WALLET PHONEPAY",Matched,6598.00,6598.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5919,65919,"PE BLUE","WALLET PHONEPAY",Matched,19987.00,19987.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5945,65945,"PE RED","WALLET PHONEPAY",Matched,11328.00,11328.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,5963,15963,"LP ALL STAR","WALLET PHONEPAY",Matched,11793.40,11793.40,0.00,0.00,0.00,
22-08-2024,22-08-2024,5982,65982,"PE RED","WALLET PHONEPAY","Not Matched",0.00,2398.00,0.00,-2398.00,-2398.00,
22-08-2024,22-08-2024,5989,25989,"VAN HEUSEN","WALLET PHONEPAY",Matched,8997.00,8997.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6021,66021,"PE RED","WALLET PHONEPAY",Matched,4896.00,4896.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6053,66053,"PE RED","WALLET PHONEPAY",Matched,499.00,499.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6054,66054,"PE RED","WALLET PHONEPAY",Matched,379.00,379.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6056,66056,"PE RED","WALLET PHONEPAY",Matched,4197.00,4197.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6064,66064,"PE RED","WALLET PHONEPAY",Matched,899.00,899.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6078,66078,"PE RED","WALLET PHONEPAY",Matched,125.00,125.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6087,66087,"PE BLUE","WALLET PHONEPAY",Matched,5497.00,5497.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6091,66091,"PE RED","WALLET PHONEPAY",Matched,999.00,999.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6092,66092,"PE RED","WALLET PHONEPAY",Matched,11391.00,11391.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6101,66101,"PE RED","WALLET PHONEPAY",Matched,999.00,999.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6112,66112,"PE RED","WALLET PHONEPAY","Not Matched",0.00,3497.00,0.00,-3497.00,-3497.00,
22-08-2024,22-08-2024,6130,66130,"PE RED","WALLET PHONEPAY",Matched,3198.00,3198.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6152,16152,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,4338.20,4338.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,6165,66165,"PE RED","WALLET PHONEPAY",Matched,7096.00,7096.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6170,66170,"PE RED","WALLET PHONEPAY",Matched,6195.00,6195.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6214,66214,"PE RED","WALLET PHONEPAY",Matched,2097.20,2097.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,6227,66227,"PE RED","WALLET PHONEPAY",Matched,2698.00,2698.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6286,66286,"PE RED","WALLET PHONEPAY",Matched,1195.00,1195.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6287,66287,"PE RED","WALLET PHONEPAY",Matched,1199.00,1199.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6346,66346,"PE RED","WALLET PHONEPAY",Matched,699.00,699.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6350,66350,"PE BLUE","WALLET PHONEPAY",Matched,569.00,569.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6357,66357,"PE BLUE","WALLET PHONEPAY",Matched,4000.00,4000.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6359,66359,"PE RED","WALLET PHONEPAY",Matched,7193.00,7193.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6364,66364,"PE RED","WALLET PHONEPAY","Not Matched",8494.00,12392.00,0.00,-3898.00,-3898.00,
22-08-2024,22-08-2024,6366,66366,"PE RED","WALLET PHONEPAY",Matched,3896.00,3896.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6371,66371,"PE RED","WALLET PHONEPAY",Matched,13692.00,13692.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6384,66384,"PE RED","WALLET PHONEPAY",Matched,899.00,899.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6392,66392,"PE RED","WALLET PHONEPAY",Matched,3401.00,3401.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6400,66400,"PE BLUE","WALLET PHONEPAY","Not Matched",1628.60,2057.60,0.00,-429.00,-429.00,
22-08-2024,22-08-2024,6421,66421,"PE RED","WALLET PHONEPAY",Matched,4097.00,4097.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6423,66423,"PE RED","WALLET PHONEPAY","Not Matched",12989.00,13388.00,0.00,-399.00,-399.00,
22-08-2024,22-08-2024,6465,66465,"PE RED","WALLET PHONEPAY",Matched,3896.00,3896.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6509,66509,"PE BLUE","WALLET PHONEPAY",Matched,3698.00,3698.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6512,36512,"AS PRIME","WALLET PHONEPAY",Matched,1748.00,1748.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6542,66542,"PE RED","WALLET PHONEPAY",Matched,1561.00,1561.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6555,66555,"PE RED","WALLET PHONEPAY",Matched,10320.00,10320.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6556,66556,"PE RED","WALLET PHONEPAY",Matched,4597.00,4597.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6563,66563,"PE RED","WALLET PHONEPAY",Matched,6396.00,6396.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6570,66570,"PE RED","WALLET PHONEPAY",Matched,1698.00,1698.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6571,66571,"PE RED","WALLET PHONEPAY",Matched,999.00,999.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6575,66575,"PE RED","WALLET PHONEPAY",Matched,1998.00,1998.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6594,66594,"PE BLUE","WALLET PHONEPAY",Matched,9498.00,9498.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6596,36596,"AS PRIME","WALLET PHONEPAY",Matched,1049.00,1049.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6628,66628,"PE RED","WALLET PHONEPAY",Matched,999.00,999.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6629,36629,"AS PRIME","WALLET PHONEPAY","Not Matched",0.00,4657.00,0.00,-4657.00,-4657.00,
22-08-2024,22-08-2024,6634,36634,"AS PRIME","WALLET PHONEPAY",Matched,36.00,36.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6664,36664,"AS PRIME","WALLET PHONEPAY",Matched,1358.60,1358.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,6701,36701,"AS PRIME","WALLET PHONEPAY",Matched,7194.00,7194.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6703,36703,"AS PRIME","WALLET PHONEPAY",Matched,11040.60,11040.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,6716,66716,"PE RED","WALLET PHONEPAY",Matched,2798.00,2798.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6726,66726,"PE RED","WALLET PHONEPAY",Matched,8493.20,8493.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,6743,66743,"PE RED","WALLET PHONEPAY","Not Matched",4797.00,8194.00,0.00,-3397.00,-3397.00,
22-08-2024,22-08-2024,6757,86757,"LOUIS PHILIPPE VALUE STORE","WALLET PHONEPAY",Matched,8297.50,8297.50,0.00,0.00,0.00,
22-08-2024,22-08-2024,6759,36759,"ALLEN SOLLY","WALLET PHONEPAY",Matched,15780.00,15780.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6762,36762,"AS PRIME","WALLET PHONEPAY",Matched,5597.00,5597.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6791,86791,"VAN HEUSEN VALUE STORE","WALLET PHONEPAY",Matched,2599.00,2599.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6829,36829,"AS PRIME","WALLET PHONEPAY",Matched,18409.00,18409.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6832,36832,"AS PRIME","WALLET PHONEPAY",Matched,3048.00,3048.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6893,16893,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,28009.50,28009.50,0.00,0.00,0.00,
22-08-2024,22-08-2024,6900,66900,"PE BLUE","WALLET PHONEPAY",Matched,4528.00,4528.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6911,66911,"PE RED","WALLET PHONEPAY",Matched,38.00,38.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6914,36914,"AS PRIME","WALLET PHONEPAY",Matched,2448.60,2448.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,6921,36921,"AS PRIME","WALLET PHONEPAY",Matched,10453.00,10453.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6929,26929,"VH GOLD","WALLET PHONEPAY",Matched,2218.00,2218.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6945,36945,"AS PRIME","WALLET PHONEPAY",Matched,244.00,244.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,6991,66991,"PE BLUE","WALLET PHONEPAY",Matched,1059.59,1059.59,0.00,0.00,0.00,
22-08-2024,22-08-2024,6998,36998,"AS PRIME","WALLET PHONEPAY",Matched,2498.00,2498.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7010,27010,"VAN HEUSEN","WALLET PHONEPAY",Matched,8393.20,8393.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,7019,67019,"PE BLUE","WALLET PHONEPAY",Matched,19830.40,19830.40,0.00,0.00,0.00,
22-08-2024,22-08-2024,7055,67055,"PE BLUE","WALLET PHONEPAY",Matched,3497.60,3497.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,7074,27074,"VH GOLD","WALLET PHONEPAY",Matched,2616.50,2616.50,0.00,0.00,0.00,
22-08-2024,22-08-2024,7255,67255,"PE BLUE","WALLET PHONEPAY",Matched,24802.40,24802.40,0.00,0.00,0.00,
22-08-2024,22-08-2024,7265,67265,"PE BLUE","WALLET PHONEPAY",Matched,1924.00,1924.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7282,67282,"PE RED","WALLET PHONEPAY",Matched,7454.00,7454.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7524,37524,"AS PRIME","WALLET PHONEPAY",Matched,10894.00,10894.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7548,67548,"PE RED","WALLET PHONEPAY",Matched,125.00,125.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7563,67563,"PE RED","WALLET PHONEPAY",Matched,8126.00,8126.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7564,27564,"VH GOLD","WALLET PHONEPAY",Matched,2200.00,2200.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7582,37582,"ALLEN SOLLY","WALLET PHONEPAY",Matched,1549.00,1549.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7614,67614,"PE BLUE","WALLET PHONEPAY","Not Matched",0.00,3198.00,0.00,-3198.00,-3198.00,
22-08-2024,22-08-2024,7622,37622,"AS PRIME","WALLET PHONEPAY",Matched,32204.00,32204.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7669,17669,"LP ALL STAR","WALLET PHONEPAY",Matched,2917.20,2917.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,7675,17675,"LOUIS PHILIPPE","WALLET PHONEPAY",Matched,3047.99,3047.99,0.00,0.00,0.00,
22-08-2024,22-08-2024,7697,27697,"VAN HEUSEN","WALLET PHONEPAY",Matched,7436.80,7436.80,0.00,0.00,0.00,
22-08-2024,22-08-2024,7760,67760,"PE RED","WALLET PHONEPAY",Matched,2998.00,2998.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7770,27770,"VAN HEUSEN","WALLET PHONEPAY",Matched,5097.00,5097.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7771,67771,"PE BLUE","WALLET PHONEPAY",Matched,9099.29,9099.29,0.00,0.00,0.00,
22-08-2024,22-08-2024,7777,27777,"VH GOLD","WALLET PHONEPAY",Matched,5098.00,5098.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7778,27778,"VAN HEUSEN","WALLET PHONEPAY",Matched,10314.40,10314.40,0.00,0.00,0.00,
22-08-2024,22-08-2024,7818,17818,"LP ALL STAR","WALLET PHONEPAY",Matched,4198.00,4198.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7819,17819,"LP ALL STAR","WALLET PHONEPAY","Not Matched",0.00,-3718.20,0.00,3718.20,3718.20,
22-08-2024,22-08-2024,7829,67829,"PE RED","WALLET PHONEPAY",Matched,8493.00,8493.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7855,37855,"AS PRIME","WALLET PHONEPAY",Matched,10728.60,10728.60,0.00,0.00,0.00,
22-08-2024,22-08-2024,7859,67859,"PE BLUE","WALLET PHONEPAY",Matched,199.20,199.20,0.00,0.00,0.00,
22-08-2024,22-08-2024,7880,67880,"PE RED","WALLET PHONEPAY",Matched,7295.00,7295.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7911,17911,"LP ALL STAR","WALLET PHONEPAY",Matched,3698.00,3698.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7917,37917,"ALLEN SOLLY","WALLET PHONEPAY",Matched,6287.45,6287.45,0.00,0.00,0.00,
22-08-2024,22-08-2024,7936,37936,"AS PRIME","WALLET PHONEPAY",Matched,1748.00,1748.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,7948,27948,"VH GOLD","WALLET PHONEPAY",Matched,48.00,48.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,8140,28140,"VAN HEUSEN","WALLET PHONEPAY",Matched,2999.00,2999.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,8165,28165,"VAN HEUSEN","WALLET PHONEPAY",Matched,700.00,700.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,8190,28190,"VAN HEUSEN","WALLET PHONEPAY",Matched,8896.00,8896.00,0.00,0.00,0.00,
22-08-2024,22-08-2024,8248,28248,"VAN HEUSEN","WALLET PHONEPAY",Matched,1157.00,1157.00,0.00,0.00,0.00,
